0,133,126,132
1,134,135,130
2,134,128,120
10,133,126,132
11,134,135,130
12,134,128,120
20,135,128,128
21,137,134,128
22,135,128,116
30,134,124,128
31,137,132,128
32,133,124,113
40,133,126,132
41,135,134,132
42,134,128,120
50,136,124,128
51,139,133,128
52,133,124,112
60,136,128,128
61,139,133,126
62,135,128,114
70,134,125,130
71,135,135,128
72,135,128,118
80,133,126,130
81,138,135,130
82,134,128,117
90,133,126,132
91,138,132,128
92,134,125,114
100,133,126,130
101,138,133,128
102,134,128,115
