0,119,121,136
1,120,125,137
2,120,120,126
10,114,116,136
11,120,125,137
12,115,122,128
20,118,121,138
21,122,125,137
22,115,123,126
30,120,120,136
31,126,128,137
32,120,120,124
40,120,122,136
41,120,129,137
42,121,121,124
50,121,122,138
51,120,130,137
52,117,124,126
60,120,119,136
61,120,128,137
62,120,120,122
70,119,122,138
71,120,129,137
72,120,122,126
80,114,119,136
81,120,128,137
82,120,120,126
90,120,122,136
91,120,129,137
92,120,122,124
100,119,121,136
101,120,129,137
102,120,122,126
