0,128,128,128
1,128,128,128
2,128,128,128
10,142,114,132
11,142,119,128
12,134,107,106
20,139,114,134
21,144,124,134
22,139,110,112
30,139,118,134
31,144,124,132
32,145,115,114
40,139,114,134
41,144,118,129
42,146,114,114
50,139,114,134
51,144,124,134
52,138,108,112
60,139,114,136
61,144,124,134
62,139,110,114
70,147,120,139
71,144,121,132
72,147,113,117
80,144,119,134
81,144,120,128
82,146,116,114
90,146,122,136
91,144,124,130
92,145,115,114
100,147,118,136
101,144,119,129
102,145,110,112
