0,115,128,128
1,113,137,125
2,119,128,125
10,115,128,128
11,113,137,125
12,119,128,125
20,108,128,130
21,106,137,129
22,112,127,124
30,107,125,132
31,106,134,128
32,115,124,128
40,111,124,128
41,110,134,128
42,117,124,126
50,107,128,132
51,106,136,128
52,113,125,126
60,115,130,132
61,113,137,131
62,119,128,127
70,110,130,132
71,113,137,129
72,113,130,127
80,115,128,133
81,113,137,132
82,119,128,128
90,110,130,130
91,113,137,128
92,115,130,127
100,115,128,128
101,113,137,128
102,119,128,125
